OT,FECHA,PLACA,C_USUARIO,C_SEGURO,C_BROKER,C_TIPOOT,C_RECORDATORIO,KM,FHSALIDA,VIN,C_ESTADO,FHACTUALREG,COLOR,REQUERIMIENTO
10000225,24/06/2024 10:51:14 AM,D6X187 ,10002872,99,,R,,68392,16/10/2024 09:36:45 AM,1C4HJWFG1DL584405,S1,16/10/2024 09:31:42 AM,ROJO,CLIENTE SOLICITA: REVISION POR TESTIGOS EN TABLERO
10000226,24/06/2024 02:41:29 PM,BMU396 ,10002873,99,,R,,43155,29/06/2024 02:39:30 PM,JM7KF2W76L0360093,S9,29/06/2024 02:40:49 PM,GRIS TITANIO,POR DEFINIR
10000227,24/06/2024 03:58:23 PM,BHY268 ,10002860,99,,R,,39102,26/06/2024 06:24:36 PM,3VVK665N3JM217248,S9,26/06/2024 06:25:16 PM,PLATA METALICO,P Y P PLANCHADO PUERTA DELT RH DESTAPIZADO PUERTA DELT RH DESM DE MOLDURA DE PUERTA RH PINTADO DE PUERTA
10000228,25/06/2024 09:47:23 AM,CDV419 ,10002874,99,,R,,5534,29/06/2024 01:59:46 PM,WP1ZZZ95ZPLB09194,S9,29/06/2024 02:00:27 PM,BLANCO CARRARA,CUADRAR FUNDA DE PARACHOQUE DELT. (CORTESIA)
10000229,25/06/2024 09:56:14 AM,B1A084 ,10000002,99,,R,,37329,23/02/2026 01:25:14 PM,KNAFU411BA5276053,S6,17/08/2024 12:58:52 PM,PLATA BRILLANTE,CLIENTE SOLICITA: 1) CAMBIO DE NEUMATICOS. 2) INSTALACION DE ESPEJO RETROVISOR CON CAMARA. 3) REINSTALAR SENSORES POSTERIORES EN FUNDA DELANTERA.
10000230,26/06/2024 04:07:52 PM,ALW557 ,10002875,99,,R,,37641,01/07/2024 08:11:03 PM,19XFB2650FE500843,S6,26/06/2024 04:09:23 PM,PLATA ALABASTRO,"Pintura funda delantera, retoques más"
10000231,27/06/2024 09:32:08 AM,BMU576 ,10002876,99,,R,,71712,03/07/2024 11:19:22 AM,WAUZZZFY9K2133455,S7,03/07/2024 11:19:59 AM,PLATA FORETT,REQUERIMIENTO POR DETALLAR
10000232,27/06/2024 12:10:24 PM,AWO274 ,10002866,99,,R,,69683,04/07/2024 09:31:42 PM,YV1LFA2ACH1168459,S9,04/07/2024 09:32:27 PM,GRIS,"* LIMPIEZA DE CANISTER * CALIBRAR VENTILADOR DE AIRE FORZADO * PRESUPUESTAR MANTENIMIENTO POR 70,000 KM."
10000098,11/03/2024 02:30:44 PM,ANC346 ,10002812,99,,R,,69170,18/03/2024 11:41:31 AM,9BWAB05U4GP043547,S6,11/03/2024 02:30:44 PM,ROJO FLASH,"Cliente solicita: 1) Auxilio mecanico: motor no enciende, estuvo inestable y arroja testigo EPC."
10000117,15/03/2024 09:00:00 AM,BOY822 ,10002789,99,,R,,66700,23/02/2026 01:20:20 PM,JSAERA31S65252430,S6,26/03/2024 04:11:11 PM,BURDEO,CLIENTE SOLICITA: 1) PLANCHADO Y PINTURA: Guardafango y funda parachoque posterior 2) CAMBIO DE BATERIA
10000119,27/03/2024 05:36:57 PM,ANK886 ,10002823,99,,R,,128382,30/05/2024 10:38:59 AM,VF3AAKFT0G8750638,S6,27/03/2024 05:37:59 PM,BLANCO,CLIENTE SOLICITA: 1) REVISION GENERAL 2) TESTIGO DE CHECK ENCENDIDO 3) MANTENIMIENTO PREVENTIVO
10000120,27/03/2024 06:52:10 PM,B7N172 ,10000039,99,,R,,152232,09/09/2024 08:13:56 AM,KNAPB811BB7143698,S6,27/03/2024 07:01:03 PM,PLATA,CLIENTE SOLICITA: 1) VEHICULO LLEGA EN GRUA 2) REVISION DE FUGA DE FLUIDO COLOR ROSADO BAJO EL AUTO
10000124,01/04/2024 03:51:52 PM,A3P149 ,10000037,99,,R,,64877,25/04/2024 02:54:00 PM,KNMC4C2HMAP782415,S7,25/04/2024 02:54:59 PM,AZUL,CLIENTE SOLICITA: 1) DIAGNOSTICO DE A/C DEJO DE ENFRIAR.
10000145,17/04/2024 08:25:49 AM,AEU526 ,10002837,99,,R,,125424,23/08/2024 08:34:00 AM,5FNYF4850FB601406,S7,17/04/2024 08:27:07 AM,BLANCO,REVISION GENERAL SERVICIO MENOR ASEGURAR GUARDABARRO (COTIZAR)
10000148,18/04/2024 01:59:09 PM,AOA513 ,10002822,99,,R,,109961,03/10/2024 10:38:15 AM,KMHGH41FBAU013411,S9,03/10/2024 10:38:19 AM,AZUL,CLIENTE SOLICITA: 1) INSPECCION GENERAL PARA REVISION TECNICA. 2) REVISAR TESTIGOS ENCENDIDOS EN TABLERO. 3) REVISAR FACTIBILIDAD PARA DESMONTAR SISTEMA DE BOLSAS DE SUSPENSION. 4) REVISAR FACTIBILIDAD PARA INSTALAR FILTRO DE AIRE CONICO PARA MOTOR. 5) REPARAR PULSADOR PARA APERTURA DE TAPA DE COMBUSTIBLE. 6) REVISAR MANDO DE APOYA CABEZA DE ASIENTO POSTERIOR IZQUIERDO. 7) COTIZAR PINTURA GENERAL Y POR PA¿OS.
10000149,18/04/2024 02:22:58 PM,BDA146 ,10000003,99,,R,,48240,26/04/2024 05:48:07 PM,JM7DK2W7AJ1319341,S6,18/04/2024 02:24:57 PM,AZUL,"CLIENTE SOLICITA: 1) AUXILIO A DOMICILIO, VEHICULO NO ENCIENDE."
10000151,23/04/2024 09:54:19 AM,BPD551 ,10002839,99,,R,,89599,16/08/2024 05:41:28 PM,LJ166A333L7000196,S7,23/04/2024 09:54:19 AM,PLATA,SERVICIO MENOR REVISI?N GENERAL
10000152,25/04/2024 10:17:03 AM,ACV595 ,10002840,99,,R,,104436,26/04/2024 05:38:38 PM,WBA3A110XFJ614648,S7,25/04/2024 10:17:03 AM,BLANCO ALPINO,COTIZAR ARO DE LLANTA COTIZAR SERVICIO DE MANTENIMIENTO PREVENTIVO REVISI?N GENERAL REVISI?N CONSUMO DE ACEITE
10000154,22/04/2024 12:00:00 AM,A1E566 ,10000058,99,,R,,75169,22/04/2025 11:01:17 AM,JS2ZC21SXA5552674,S6,26/04/2024 05:37:15 PM,ROJO,"REVISION TECNICA CAMBIO DE ORINES, RECARGA DE GAS, ACEITE DE COMPRESOR Y MANT . CAMBIO DE CONDENSADOR DE 2DO USO"
10000161,27/04/2024 01:05:12 PM,BKU321 ,10002847,99,,R,,65694,23/02/2026 01:21:30 PM,JF1SK7LL5KG022105,S9,30/04/2024 12:43:19 PM,VERDE ALIVA,CLIENTE SOLICITA: 1) REVISAR GOLPE EN LA TRANSMISION POSTERIOR AL INICIAR MARCHA.
10000169,06/05/2024 11:52:03 AM,A3P149 ,10000037,99,,R,,65226,21/05/2024 12:54:55 PM,KNMC4C2HMAP782415,S7,06/05/2024 11:52:03 AM,AZUL,cambio de mando principal de lunas
10000172,09/05/2024 08:36:56 AM,F8G559 ,10002852,99,,R,,66674,20/05/2024 03:22:51 PM,YV1DZ40CDE2588097,S6,09/05/2024 09:34:26 AM,NEGRO,CLIENTE SOLICITA: 1) REVISAR TIMON SE ENDURECE SOBRE TODO EN FRIO.
10000185,16/05/2024 12:00:00 AM,CFO670 ,10002858,99,,R,,30072,20/05/2024 05:44:08 PM,3VVSH65N3PM077544,S7,20/05/2024 03:36:13 PM,,CAMBIO DE ARCO DE RUEDA DELT DER
10000187,17/05/2024 12:30:00 PM,BNR203 ,10002859,99,,R,,72300,21/05/2024 12:47:41 PM,YV1XZ16ACK2142690,S6,31/05/2024 01:05:01 PM,NEGRO,PUERTA DESCUADRADA
10000188,22/05/2024 09:09:35 AM,V7V267 ,10002855,99,,R,,53412,20/06/2024 01:23:17 PM,3N1AB7AD0HL602424,S7,20/06/2024 01:27:14 PM,GRIS TIERRA,CLIENTE SOLICITA: 1) ELIMINAR SONIDO DELANTERO COMO GOLPETEO AL PASAR POR TERRENO IRREGULAR O ENCALAMINADOS. 2) ELIMINAR SONIDO COMO GOLPE EN LA SUSPENSION DELANTERA DERECHA A PASAR POR ROMPEMUELLES.
10000192,25/05/2024 01:05:44 PM,F8B300 ,10002862,99,,R,,80590,29/05/2024 04:28:48 PM,MMBGYKH40DF009894,S6,27/05/2024 03:29:41 PM,GRIS OSCURO METALICO,cambio de manguera de aceite caja automatica. reparacion de cremallera de direccion hidraulica
10000099,12/03/2024 09:34:55 AM,C0H143 ,10002813,99,,R,,116006,16/07/2024 08:31:29 AM,3HGRM4870CG602316,S7,12/03/2024 09:34:55 AM,GRIS TITANIUM,CLIENTE SOLICITA: 1) DIAGNOSTICO GENERAL 2) CAMBIO DE PASTILLAS DE FRENO DELANTERAS Y POSTERIORES 3) PRESUPUESTAR AMORTIGUADORES POSTERIORES 4) CUADRAR FUNDA POSTERIOR DE PARACHOQUE 5) CUADRAR PUERTA POSTERIOR DERECHA
10000100,13/03/2024 08:17:25 AM,F2D068 ,10000083,99,,R,,78032,03/04/2025 09:07:47 AM,JF1GP7LC5DG072571,S7,13/03/2024 08:17:25 AM,,CLIENTE SOLICITA: 1) ESCANEO POR TESTIGO INTERMITENTE DE NIVEL DE ACEITE. 2) SERVICIO DE MANTENIMIENTO PREVENTIVO.
10000101,14/03/2024 10:36:26 AM,AAP022 ,10000125,99,,R,,10942,23/03/2024 11:13:46 AM,19XFB2650EE500809,S6,23/03/2024 02:13:46 PM,NEGRO CRYSTAL,"CLIENTE SOLICITA 1) AUXILIO MECANICO, AUTO SIN ENERGIA 2) REVISION GENERAL 3) TESTIGO DE TEMPERATURA DE MOTOR 4) COTIZAR SEGURO DE RUEDAS 5) COTIZAR GATA MECANICA "
10000116,26/03/2024 09:34:12 AM,CCH291 ,10002751,99,,R,,169782,21/11/2024 08:23:18 AM,KMHSG81DP9U415338,S7,26/03/2024 09:35:13 AM,GRIS,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO PREVENTIVO MAYOR
10000123,01/04/2024 11:09:25 AM,A2S390 ,10002824,99,,R,,252845,25/04/2024 01:24:26 PM,JMYLYV78W7J000225,S6,03/10/2024 09:50:28 AM,NEGRO,CLIENTE SOLICITA: 1) REVISION POR RECALENTAMIENTO 2) REVISION POR TESTIGO CHECK ENGINE
10000129,03/04/2024 08:23:00 PM,BFU527 ,10002807,99,,R,,61076,03/10/2024 06:07:07 PM,19XFC2660JE500187,S9,04/04/2024 11:23:11 AM,NEGRO CRYSTAL,CLIENTE SOLICITA: 1) Revisar sonido al avanzar y retroceder. 2) Vehiculo ingresa en grua.
10000133,10/04/2024 02:38:49 PM,BKM296 ,10002738,99,,R,,63197,25/04/2024 06:56:56 PM,9BRB29BT7K2236014,S7,25/04/2024 06:56:10 PM,BAIGE MICA,"CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO PREVENTIVO (MAYOR) 2) REVISAR FRENOS 3) FIJAR MANDIL INFERIOR, ESTA DESPRENDIDO 4) REVISAR EMBRAGUE, DEMORA EN AVANZAR"
10000136,11/04/2024 05:40:11 PM,ACQ541 ,10002831,99,,R,,73123,26/04/2024 01:43:10 PM,YV1FS47HBE2299585,S6,26/04/2024 01:43:19 PM,GRIS,"CLIENTE SOLICITA: 1) SONIDO COMO GOLPETEO MET?LICO POR RUEDA DELANTERA IZQUIERDA (PILOTO) 2) SONIDO COMO GOLPETEO EN LA PARTE POSTERIOR AL APAGAR EL MOTOR, SURTIDOR DE COMBUSTIBLE SALTA EN AUTOMATICO 3) CHILLIDO DE FRENOS 4) REVISAR GOTEO DE ACEITE DE UN DIA A OTRO DEJA HUELLA EN EL PISO 5) COTIZAR MANDIL INFERIOR DE MOTOR 6) CHILLIDO DE FAJA CUANDO SE UTILIZA A/C 7) REGULAR Y DIRECCIONAR ROCIADORES DE AGUA LIMPIAPARABRISAS 8) REVISAR ESPEJO EXTERIOR DERECHO, ESTA FLOJO 9) CUADRAR FUNDA Y GDFGO. DELANTERO DERECHO 10) ASIENTOS DELANTEROS PRESENTAN JUEGO LIBRE 11) BUSCAR JEBE LATERAL EN COMPARTIMENTO DE MOTOR 12) SONIDO EN PUERTAS TRASERAS"
10000139,11/04/2024 06:37:54 PM,AJM123 ,10002755,99,,R,,78000,25/04/2024 07:35:25 PM,3MZBM42Z56M111036,S7,25/04/2024 07:35:29 PM,AZUL,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO MENOR.
10000162,29/04/2024 09:30:00 AM,BAB414 ,10002760,99,,R,,64953,23/02/2026 01:22:40 PM,WBAWY9107H0F78095,S9,23/02/2026 01:22:35 PM,PLATA GLACIAR METALI,REVISION GENERAL MANTENIMIENTO FIJAR TAPA DE ESPALDAR DE ASIENTO POST. RH REVISAR FRENOS SCANEO(ABS) INTERMINTENTE 
10000167,03/05/2024 10:51:34 AM,ROK763 ,10000017,99,,R,,152891,21/05/2024 03:50:18 PM,KNAMB761366103050,S9,06/05/2024 06:22:20 PM,ROJO CEREZA,CLIENTE SOLICITA: 1) REVISAR FRENOS CHILLAN SIN PISAR EL PEDAL 2) REVISA LUNA POSTERIOR IZQUIERDA NO FUNCIONA CORRECTAMENTE 3) CAMBIAR CONTROLES A DISTANCIA DE PESTILLOS
10000173,08/05/2024 11:00:00 AM,D0X686 ,10002850,99,,R,,82939,09/05/2024 03:53:43 PM,WBAWY5108D0A42582,S7,09/05/2024 09:43:24 AM,GRIS SPACE METALIZAD,cambio de sensor dxc rueda post. der.
10000175,09/05/2024 10:21:31 AM,AME601 ,10002854,99,,R,,101148,09/05/2024 04:47:15 PM,3HGRM3850FG601024,S7,09/05/2024 10:24:16 AM,ROJO COPPER,CAMBIO DE PASTILLAS DE FRENO POST. REV. DE CHECK ENCENDIDO
10000196,29/05/2024 08:51:55 AM,AJL360 ,10000033,99,,R,,112517,01/06/2024 12:36:56 PM,3HGRM3830FG602341,S6,01/06/2024 10:51:51 AM,AZUL,MANTENIMIENTO PREVENTIVO MAYOR CAMBIO DE PASTILLAS DE FRENOS DELT Y POST.
10000095,08/03/2024 10:50:54 AM,ADQ596 ,10002810,99,,R,,92589,03/05/2024 11:00:26 AM,1C4RJEAG5EC574516,S7,08/03/2024 10:50:54 AM,PLATA,"CLIENTE SOLICITA: 1) CAMBIO DE 02 NEUM?TICOS, BALANCEO Y ALINEAMIENTO 2) REVISION DE TESTIGO CHECK ENGINE ENCENDIDO 3) REVISION DE ESPEJO EXTERIOR DERECHO 4) REVISION DE COBERTOR DE CARGA DE MALETERA"
10000096,08/03/2024 04:40:12 PM,BZG085 ,10002811,99,,R,,10724,06/11/2024 10:15:09 AM,KMHJB81DBNU116244,S7,08/03/2024 04:40:12 PM,BLANCO,CLIENTE SOLICITA: 1) DIAGNOSTICO POR FUGA DE ACEITE DE CAJA DE CAMBIOS Y REFRIGERANTE.
10000103,16/03/2024 11:15:09 AM,D6P221 ,10000014,99,,R,,102870,13/06/2024 10:51:42 AM,KMHST81CBDU065266,S7,16/03/2024 11:15:09 AM,GUINDA,Cliente solicita: 1) Cambio de carrete SRS. Mandos de timon y claxon no funcionan.
10000104,16/03/2024 11:25:52 AM,BYU066 ,10002815,99,,R,,15138,09/05/2025 08:25:20 AM,3N1CN8AE5NL825410,S7,16/03/2024 11:25:52 AM,ROJO METALICO,CLIENTE SOLICITA: 1) MANTENIMIENTO MAYOR
10000108,19/03/2024 12:00:00 AM,AVM647 ,10000060,99,,R,,62240,14/11/2024 07:56:45 AM,19XFC1670HE500146,S7,21/03/2024 09:01:55 AM,AZUL,Cliente solicita: 1) INSPECION GENERAL 2) MANTENIMIENTPO PREVENTIVO MAYOR
10000109,19/03/2024 12:00:00 AM,A2L102 ,10002817,99,,R,,140165,02/05/2024 08:52:46 PM,JHLRE3830AC200355,S6,21/03/2024 10:18:26 AM,NEGRO CRYSTAL,Cliente solicita: 1) REVISION GENERAL 2) MANTENIMIENTO PREVENTIVO MAYOR 3) cambio de pastillas de freno delt.
10000112,22/03/2024 08:41:32 AM,D2L449 ,10002819,99,,R,,67611,20/03/2025 04:59:41 PM,3HGRM4830CG601198,S7,20/03/2025 04:59:47 PM,BLANCO TAFFETA,REVISION GENERAL MANTENIMIENTO MAYOR
10000113,22/03/2024 09:40:03 AM,BBT075 ,10002743,99,,R,,51846,26/03/2024 04:38:39 PM,WAUZZZ8V3J1041071,S6,22/03/2024 09:41:00 AM,GRIS NANO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO MAYOR
10000114,22/03/2024 09:57:15 AM,LIA040 ,10002820,99,,R,,121583,26/03/2024 06:23:31 PM,JHLRE38309C201415,S6,26/03/2024 06:23:05 PM,NEGRO,"CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO MAYOR 2) REVISAR FRENOS 3) REVISAR FUGA DE ACEITE 4) REVISAR ENCENDIDO, A VECES NO ENCIENDE "
10000115,25/03/2024 02:49:57 PM,ACL111 ,10002822,99,,R,,78591,28/03/2024 10:51:06 AM,WBA5A3109FD010737,S6,25/03/2024 03:23:13 PM,NEGRO,"CLIENTE SOLICITA: 1) REVISION DE SISTEMA DE REFRIGERACION, VENTILADOR SE ENCIENDE CONSTAMENTE Y APARECE TESTIGO DE TEMPERATURA ALTA. 2) COTIZAR PILA DE MANDO A DISTANCIA"
10000127,02/04/2024 09:31:08 AM,C2N130 ,10002826,99,,R,,47368,16/04/2024 03:08:24 PM,WDDKK5KF4CF135281,S7,16/04/2024 03:05:55 PM,NEGRO,CLIENTE SOLICITA: 1) DIAGNOSTICO GENERAL. 2) TESTIGOS EN TABLERO.
10000132,10/04/2024 02:31:51 PM,D5D204 ,10002729,99,,R,,48622,25/04/2024 06:22:36 PM,WAUZZZ8K7DN009663,S6,10/04/2024 02:34:21 PM,,"CLIENTE SOLICITA: 1) REVISION GENERAL DE SUSPENSION POR SONIDOS. 2) VEHICULO NO DESARROLLA SE SIENTE PESADO. REVISAR BUJIAS, INYECTORES, TUBO DE ESCAPE, ETC."
10000135,10/04/2024 04:00:00 PM,F1M060 ,10002830,99,,R,,97121,25/04/2024 06:26:54 PM,JM8KE2W78E0210395,S6,25/04/2024 06:26:58 PM,BLANCO,CLIENTE SOLICITA: 1) ESCANEAR SISTEMA ELECTRONICO POR TESTIGO I-STOP 2) CAMBIAR FOCO LED DE ESTACIONAMIENTO
10000140,11/04/2024 06:42:53 PM,AWS369 ,10002834,99,,R,,63196,01/10/2024 08:28:59 PM,LNBMDLAA5HR881237,S7,27/04/2024 10:22:34 AM,PLATA,CLIENTE SOLICITA: 1) SERVICIO MAYOR 2) REPARACION DE BOMBINES
10000155,26/04/2024 09:30:00 AM,BJG497 ,10002827,99,,R,,36102,24/05/2024 10:38:34 AM,SJNFBNJ11KA473971,S7,26/04/2024 10:28:21 AM,ROJO,SERVICIO MENOR CLIENTE INDICA: RUIDO AL RETROCEDES Y SONIDO DELANTERO AL FRENAR
10000159,27/04/2024 09:36:25 AM,ANB015 ,10002803,99,,R,,53408,21/06/2024 05:30:57 PM,YV1MV41H0G2307734,S7,21/06/2024 05:36:27 PM,BLANCO,CAMBIO DE BUJIAS ORIGINALES OBS: SE VENDIO 1LT DE ACEITE DE MOTOR 5W30 EL 21/06/24
10000168,03/05/2024 11:01:22 AM,ADQ596 ,10002810,99,,R,,93750,21/05/2024 04:56:26 PM,1C4RJEAG5EC574516,S6,03/05/2024 11:05:13 AM,PLATA,CLIENTE SOLICITA: 1) REVISAR SUSPENSION SUENA 2) SERVICIO DE MANTENIMIENTO 3) RETOCAR PINTURA DE CAPOT 4) COLOCAR STICKER BPA
10000171,08/05/2024 06:11:02 PM,CLS030 ,10002851,99,,R,,38,20/05/2024 03:04:39 PM,9BGET76C0RB135964,S6,20/05/2024 10:41:13 AM,ROJO CHILI,PLANCHADO Y PINTURA REVISAR BATERIA LUNAS DESCONTAMINACION Y PULIDO TOTAL
10000137,06/04/2024 10:00:00 AM,CBU632 ,10002832,99,,R,,11251,25/04/2024 03:32:28 PM,93HGN5890NK700004,S7,25/04/2024 03:32:53 PM,GRIS STEEL,CLIENTE SOLICITA: 1) SERVICIO MENOR + FILTROS
10000138,05/04/2024 04:00:00 PM,ACB044 ,10002833,99,,R,,1,25/04/2024 03:39:12 PM,1HGCR2680EA500441,S6,11/04/2024 06:36:34 PM,GRIS STEEL,CLIENTE SOLICITA: 1) CAMBIO DE TENSOR Y FAJA DE ACCESORIOS. NOTA: VEHICULO INGRESA EN GRUA POR ROTURA DE FAJA DE ACCESORIOS.
10000141,11/04/2024 06:46:46 PM,AAD685 ,10002835,99,,R,,114209,25/04/2024 07:43:37 PM,WBA1A1108FP628228,S6,11/04/2024 06:47:55 PM,PLATA GLACIAR METALI,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO MAYOR.
10000142,12/04/2024 10:30:00 AM,A4L439 ,10002774,99,,R,,141896,01/10/2024 07:56:38 PM,KNAKU811BA5077105,S6,12/04/2024 12:12:45 PM,MARRON,REVISION GENERAL CAMBIO DE TRAPECIO DELANTERO REVISAR ROCIADORES DE AGUA LIMPIA PARABRISAS ALINEAMIENTO DELANTERO
10000144,14/04/2024 10:00:00 PM,F3S009 ,10002747,99,,R,,127386,08/07/2024 11:39:45 AM,WAUZZZ8K2EA001933,S7,08/07/2024 11:40:11 AM,PLATA,"CLIENTE SOLICITA: 1) REVISAR SISTEMA ELECTRICO, SE ENCENDIO TESTIGO DE BATERIA Y DE DIRECCION Y LUEGO SE APAGO. 2) VEHICULO LLEGO EN GRUA."
10000147,18/04/2024 12:20:27 PM,ANC346 ,10002812,99,,R,,70054,20/07/2024 02:02:50 PM,9BWAB05U4GP043547,S7,18/04/2024 12:20:27 PM,ROJO FLASH,MOTOR INESTABLE REVICION DE INYECTORES Y BOBINA 
10000150,22/04/2024 12:42:29 PM,F7O656 ,10002814,99,,R,,55169,16/07/2024 10:25:10 AM,WBA1N7107EJ847402,S9,22/04/2024 12:45:06 PM,NEGRO ZAFIRO METALIZ,"CLIENTE SOLICITA: 1) PYP FUNDA POSTERIOR DE PARACHOQUE. 2) COLOCAR DEFLECTOR DE AIRE DEL PARACHOQUE POSTERIOR ORIGINAL, CLIENTE LO TRAER?."
10000166,03/05/2024 10:16:19 AM,A7P011 ,10000039,99,,R,,157326,05/06/2025 10:53:59 AM,JHLRE38308C202571,S7,05/06/2025 10:53:49 AM,PLATA,Revisión general para dejarla operativa 100%
10000176,09/05/2024 05:55:09 PM,A8Z428 ,10001725,99,,R,,80326,20/05/2024 03:08:43 PM,WBAZV8106BLL58899,S9,09/05/2024 05:57:21 PM,GRIS SPACE METALIZAD,"CLIENTE SOLICITA: 1) REVISAR MOTOR SE APAGA, NO AGUANTA EL MINIMO, LUEGO DE ABASTECER DE COMBUSTIBLE."
10000180,14/05/2024 11:44:41 AM,APM124 ,10000015,99,,R,,76291,01/07/2024 03:17:56 PM,JF1BS9LC2GG073669,S6,01/07/2024 03:18:37 PM,GRIS OSCURO METALICO,1 - PRESUPUESTO DE P/P 2 - MANTENIMIENTO MAYOR 3 - FORRADO DE TIMON (TACTO CUERO) 4 - LAVADO DE SALON (CORTESIA)
10000181,14/05/2024 02:24:53 PM,APO444 ,10000042,99,,R,,84575,21/05/2024 12:50:39 PM,SALCA2BG4GH556025,S9,21/05/2024 12:51:12 PM,VERDE,Solo para diagnóstico por: 1* Vibración al inciar la marcha y también al girar avanzando 2* Golpeteo en la parte baja al acelerar y/o hacer los cambios
10000182,14/05/2024 05:45:00 PM,F6D629 ,10002816,99,,R,,90001,20/05/2024 06:09:15 PM,WAUZZZ8K0EA055859,S6,20/05/2024 05:56:25 PM,GRIS MONSOON,CLIENTE SOLICITA: 1) CAMBIO DE VALVULA PCV 2) CAMBIO DE EMPAQUES DE TAPA DE VALVULA 
10000183,17/05/2024 08:59:56 AM,C0A476 ,10000055,99,,R,,112000,22/05/2024 07:00:14 PM,KNAKU811DC5348052,S6,17/05/2024 02:17:37 PM,,"CLIENTE SOLICITA: MANTENIMIENTO PREVENTIVO - VEHÍCULO REQUIERE: CAMBIO DE PASTILLAS DE FRENO DELT. Y POST. AMORTIGUADORES POSTERIORES NOTA KILOMETRAJE REAL 112,002"
10000184,20/05/2024 09:14:06 AM,BRD472 ,10002857,99,,R,,31358,28/05/2024 09:04:47 AM,YV1LF10ACL1554353,S9,28/05/2024 09:05:23 AM,,"CLIENTE SOLICITA: 1) REVISAR ARRANQUE EN FRIO, DEMORA HASTA 05 MINUTOS EN ARRANCAR."
10000186,18/05/2024 08:45:00 AM,AAP022 ,10000125,99,,R,,10943,21/05/2024 12:33:14 PM,19XFB2650EE500809,S9,21/05/2024 12:29:46 PM,NEGRO CRYSTAL,servicio de revision tecnica
10000206,05/06/2024 12:00:56 PM,BQM648 ,10002868,99,,R,,139625,14/06/2024 08:13:11 PM,JTDBZ21E033029666,S7,14/06/2024 08:13:57 PM,BEIGE METALICO CLARO,Revisión auto se acelera
10000209,11/06/2024 03:01:24 PM,BNF259 ,10002869,99,,R,,48873,23/02/2026 01:23:53 PM,LSJW74U30LZ015176,S9,11/06/2024 03:03:19 PM,PLATA,REVICION DE DIRECCION
10000210,11/06/2024 03:17:52 PM,AXZ049 ,10002869,99,,R,,39853,23/02/2026 01:24:18 PM,JMYXTGA2WHZ002339,S9,18/06/2024 09:21:17 AM,ROJO METALICO,"VEHICULO LLEGA EN GRUA. CLIENTE SOLICITA: 1) REVISION DE TRANSMISION, CUANDO CALIENTA PIERDE TRACCION."
10000211,11/06/2024 03:19:28 PM,ASP248 ,10002869,99,,R,,75990,23/02/2026 01:24:38 PM,3N1AB7AD7HL609550,S9,23/02/2026 01:24:33 PM,AZUL OSCURO,REVISION DE LA TRANSMISION
10000106,18/03/2024 11:43:27 AM,ANC346 ,10002812,99,,R,,69323,23/03/2024 11:42:17 AM,9BWAB05U4GP043547,S6,23/03/2024 11:41:29 AM,ROJO FLASH,"Cliente solicita: 1) Revision por falla,el motor se apago en plena marcha."
10000146,17/04/2024 10:10:35 AM,C31295 ,10002838,99,,R,,133136,03/10/2024 09:53:20 AM,WAUZZZ4G7CN090647,S7,03/10/2024 10:37:15 AM,GRIS,REVISION GENERAL PASTILLAS DE FRENO DELT. ESPEJO RETROVISOR REVISAR CHAPA PTA. POST LH LIMP. CATALIZADOR
10000153,25/04/2024 11:52:51 AM,APM124 ,10000015,99,,R,,75615,26/04/2024 04:31:51 PM,JF1BS9LC2GG073669,S6,26/04/2024 04:31:57 PM,GRIS OSCURO METALICO,EXTRACCI¿N DE TUERCA DE RUEDA REVISI¿N GENERAL
10000157,26/04/2024 02:15:04 PM,ANH339 ,10000115,99,,R,,73772,02/08/2024 02:07:10 PM,3VW151AJ5GM256304,S7,03/05/2024 12:10:44 PM,NEGRO PERLADO,CLIENTE SOLICITA: 1) CAMBIO DE BOBINA DE ENCENDIDO.
10000158,26/04/2024 03:00:24 PM,AZR005 ,10002843,99,,R,,60583,12/12/2024 08:42:28 AM,5KBYF5850HB600643,S7,12/12/2024 08:41:54 AM,PLATA,"CLIENTE SOLICITA: 1) REVISION GENERAL. 2) SERVICIO MANTENIMIENTO POR 60,000 KM. 3) REVISAR PLUMILLAS Y COTIZAR SI FUERA NECESARIO REEMPLAZARLAS. 4) AJUSTAR FARITO POSTERIOR IZQUIERDO DE PARACHOQUE. POSTERIOR. 5) PEGAR EMBLEMA DE TAPA DE MOTOR. 6) REVISAR ALINEAMIENTO DE DIRECCION Y ESTADO DE NEUMATICOS."
10000160,27/04/2024 12:35:43 PM,A3B029 ,10002844,99,,R,,84770,27/04/2024 01:44:02 PM,1D8HB48N68F120142,S6,27/04/2024 12:35:43 PM,NEGRO,servicio menor por confirmar
